Tweet,Emotions
Just found out tonight my son will not be doing practical work counting towards his GCSE exam. OK then! I thought STEM was all the rage??,anger
Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison ,anger
@RealJamesWoods @KennyCoble saddest part of this whole mess is that all of this #anger is #misdirected they should march 2 the #WhiteHouse,anger
Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh 🔪,anger
"@leesyatt you are a cruel, cruel man. #therewillbeblood ",anger
Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!,anger
@o2academybham since when the fuck can you not stand at a concert? #raging,anger
Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?,anger
Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops,anger
When you want to say something so bad but can't ! #furious 😤,anger
@amymarsden_wtf I'm as pure as the driven snow after it's been pissed on by multiple rabid dogs,anger
And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended,anger
"@LeKingCoq @MistaAggy @GiovanniiDC The way my blood is boiling, little bastards!",anger
"Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n#haikuchallenge #offend #poetry",anger
testing #angry,anger
"Being abroad is causing me to make spontaneous decisions and not worry about things which is good, but the type A part of me is fuming",anger
Hey all you white people out there; are you #offended when people refer to you as a Cock Asian? #NoSeriously,anger
@DJ_JeanFranko growl!!!,anger
Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that don’t happen. #anger #loathing,anger
Girls irritate me so much lol,anger
Need a new outlet for #rage,anger
@Red_Magpie @ali_faceache1 @joanna_caron @KCBFD @xMATTxLAWx he's not exactly a rabid tub thumper compared to McTernan now is he.,anger
Recommended reading: Prisoners of Hate by Aaron Beck #anger,anger
@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #Victim,anger
@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. ,anger
very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now ,anger
"@LethalWeaponFOX promised I wouldn't live tweet, but  @DamonkWayans + @ClayneCrawford brought it! @JordanaBrewster and #furious action FTW!",anger
@Austin4evaLEEDS fuming!,anger
.@LEAFYSZERKER @markiplier is that an insult? Sounds like a job well done. it's red so it's done the job it was suppose to do #justsaying,anger
Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll sting for a bit but everyone will get over it.,anger
I dislike people who get offended by the littlest shit .,anger
@DailyMirror i love how theres no outrage that it's a white man but if it was a black man them BLM would be all over it regardless of reason,anger
"@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2  #fedup",anger
@jackmegawphoto what if lives are attached to real estate? Shall I come trash your cameras because I'm angry with what your race is doing?,anger
"Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of .",anger
could never be a angry drunk lol yall weirdos just enjoy your time,anger
I lost a couple niggas I want revenge so put me in coach,anger
Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver ,anger
@baileygazteacow NO. The gay guy and the dad revenge fucking,anger
"James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18  #shouldofVotedforNicole",anger
Hell hath not fury like a hamstring cramp. #ouch,anger
@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting,anger
i was angry.,anger
Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦 #Cumtribute #dm #snap #snapchat #snapme #nudes #dickpic #cocktribute,anger
Like he really just fucking asked me that. #offended,anger
"How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg",anger
What a fucking muppet.  @jRwild1  #stalker.,anger
You ever just find that the people around you really irritate you sometimes? That's me right now 😒,anger
I swear if @devincameron23 blocks me I'm going to hit her back ,anger
I bet @mmunro91 is fuming with our draw 👀,anger
So angry I wanna cry😢😢😢,anger
@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time!  #notfair #whypay,anger
@noris_prosk8r2 (Maybe don't provoke him in the future if you do not want to run the risk of him punching your board.),anger
Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing #angry #thatsmyluck,anger
Why is it always me picking up the pieces :/ #angry,anger
Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #unfair #ugh,anger
"@UMA1R_ @bilalmahmooduk @Muslim_Scientst i do not offend your Faith unless 1 persecutes me, treat me like a dog, disrespect me and even so",anger
@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈  #soreloser,anger
"Okay you've annoyed me, you haven't done a good job there at all. ",anger
"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund ",anger
"@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too",anger
At work yesterday some old cunt couple told me their coffees were cold and wanted a refund so i put my finger in it front of them angrily,anger
"@RogueFatale Oh, you insult me! What, you think just because I look like this, I'm psycho? I'm more sane than most Gotham freaks...",anger
"@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows",anger
@girlsreallyrule Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.,anger
@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!,anger
@arppaul @chetanlfc @mannkakhiladi @dey_spandan @umeroffcial  Comparing Akshay Sir with this zandu balm is an insult to Akshay Sir.,anger
@Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone?🤔,anger
Get to the gym and discover I forgot to put my gym shoes back in my bad 😤 #rage #wwhhyyy,anger
If I spend even 5 minutes with you and you already irritate me I seriously will bitch you out until you shut up,anger
I sit at home so damn much that everything is starting to irritate me . I need to get out the house by myself !,anger
#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears #fury #anger #O,anger
@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 #fuming,anger
People irritate me 🙄,anger
"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund  #rage",anger
A @FirstBSA not turning up? Why am I not surprised. Late for work again! ,anger
"@daemondave @paulkrugman Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?",anger
"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep #angry",anger
i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ #fuming,anger
"I hate my lawn mower. If it had a soul, I'd condemn it to the fiery pits of Hell.",anger
Absolutely fuming that some woman jumped into my prebooked taxi and drove off 😡,anger
Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! ,anger
I only have to wave a fiery cross and we will f**kin' do this!,anger
"@justyne_haley it does. if one person ruins season 13 for me, I will be so angry",anger
I hate not having the answers I need. #tomourssuck #prayinsnotcancer ,anger
"@mdivincenzo9 he's stupid, I hate him lol ",anger
@MintMilana where is the outrage when black children get killed in the crossfire between blacks shooting each other?,anger
My anger is boiling over.,anger
"@Christelle_C Actually, wait, I do, the constant outrage thing gets on my wick sometimes and it happened to flick my annoyance today. :)",anger
